5D358CDAED0D
source,time,hwid,type,samples,maxRSSI,mean,stddev
5D358CDAED0D,1502474937,6392B6C5FB53,2,30,-43,-43.8667,0.507417
5D358CDAED0D,1502474937,9A34ECDEA99E,2,29,-58,-59.3793,0.621852
5D358CDAED0D,1502474937,459F7A08D5D7,2,28,-68,-69.3214,0.611833
5D358CDAED0D,1502474937,F9632B2DFC58,2,29,-69,-70.931,0.923155
5D358CDAED0D,1502474937,6392B6C5FB53,2,30,-43,-43.8667,0.507417
5D358CDAED0D,1502474937,9A34ECDEA99E,2,29,-58,-59.3793,0.621852
5D358CDAED0D,1502474937,459F7A08D5D7,2,28,-68,-69.3214,0.611833
5D358CDAED0D,1502474937,F9632B2DFC58,2,29,-69,-70.931,0.923155
5D358CDAED0D,1502474997,9A34ECDEA99E,2,28,-58,-58.9286,0.465759
5D358CDAED0D,1502474997,6392B6C5FB53,2,28,-43,-44.3214,0.983327
5D358CDAED0D,1502474997,459F7A08D5D7,2,27,-68,-72.3333,4.0096
5D358CDAED0D,1502474997,F9632B2DFC58,2,26,-69,-69.6154,0.637298
5D358CDAED0D,1502474997,9A34ECDEA99E,2,28,-58,-58.9286,0.465759
5D358CDAED0D,1502474997,6392B6C5FB53,2,28,-43,-44.3214,0.983327
5D358CDAED0D,1502474997,459F7A08D5D7,2,27,-68,-72.3333,4.0096
5D358CDAED0D,1502474997,F9632B2DFC58,2,26,-69,-69.6154,0.637298
5D358CDAED0D,1502475057,9A34ECDEA99E,2,30,-59,-59.5,0.508548
5D358CDAED0D,1502475057,6392B6C5FB53,2,28,-40,-44.25,0.96705
5D358CDAED0D,1502475057,459F7A08D5D7,2,29,-74,-76.7931,1.37268
5D358CDAED0D,1502475057,F9632B2DFC58,2,29,-69,-70.1379,0.7894
5D358CDAED0D,1502475057,9A34ECDEA99E,2,30,-59,-59.5,0.508548
5D358CDAED0D,1502475057,6392B6C5FB53,2,28,-40,-44.25,0.96705
5D358CDAED0D,1502475057,459F7A08D5D7,2,29,-74,-76.7931,1.37268
5D358CDAED0D,1502475057,F9632B2DFC58,2,29,-69,-70.1379,0.7894
5D358CDAED0D,1502475117,9A34ECDEA99E,2,30,-58,-59.4,0.621456
5D358CDAED0D,1502475117,6392B6C5FB53,2,29,-42,-44.8621,0.742783
5D358CDAED0D,1502475117,459F7A08D5D7,2,27,-72,-77.8519,2.95744
5D358CDAED0D,1502475117,F9632B2DFC58,2,29,-69,-69.8965,0.900191
5D358CDAED0D,1502475117,9A34ECDEA99E,2,30,-58,-59.4,0.621456
5D358CDAED0D,1502475117,6392B6C5FB53,2,29,-42,-44.8621,0.742783
5D358CDAED0D,1502475117,459F7A08D5D7,2,27,-72,-77.8519,2.95744
5D358CDAED0D,1502475117,F9632B2DFC58,2,29,-69,-69.8965,0.900191
5D358CDAED0D,1502475177,9A34ECDEA99E,2,30,-59,-59.6667,0.546676
5D358CDAED0D,1502475177,6392B6C5FB53,2,30,-42,-44.7333,0.691492
5D358CDAED0D,1502475177,459F7A08D5D7,2,28,-71,-77.8214,3.88781
5D358CDAED0D,1502475177,F9632B2DFC58,2,29,-67,-70.7586,1.37983
5D358CDAED0D,1502475177,9A34ECDEA99E,2,30,-59,-59.6667,0.546676
5D358CDAED0D,1502475177,6392B6C5FB53,2,30,-42,-44.7333,0.691492
5D358CDAED0D,1502475177,459F7A08D5D7,2,28,-71,-77.8214,3.88781
5D358CDAED0D,1502475177,F9632B2DFC58,2,29,-67,-70.7586,1.37983
5D358CDAED0D,1502475177,9A34ECDEA99E,2,30,-59,-59.6667,0.546676
5D358CDAED0D,1502475177,6392B6C5FB53,2,30,-42,-44.7333,0.691492
5D358CDAED0D,1502475177,459F7A08D5D7,2,28,-71,-77.8214,3.88781
5D358CDAED0D,1502475177,F9632B2DFC58,2,29,-67,-70.7586,1.37983
