6392B6C5FB53
source,time,hwid,type,samples,maxRSSI,mean,stddev
6392B6C5FB53,1502472930,DAD655CD510A,2,25,-51,-51.88,0.6
6392B6C5FB53,1502472930,9A34ECDEA99E,2,28,-62,-63.7857,1.03126
6392B6C5FB53,1502472930,459F7A08D5D7,2,26,-67,-70.8077,2.19124
6392B6C5FB53,1502472930,5D358CDAED0D,2,29,-42,-43.2069,0.491304
6392B6C5FB53,1502472930,DAD655CD510A,2,25,-51,-51.88,0.6
6392B6C5FB53,1502472930,9A34ECDEA99E,2,28,-62,-63.7857,1.03126
6392B6C5FB53,1502472930,459F7A08D5D7,2,26,-67,-70.8077,2.19124
6392B6C5FB53,1502472930,5D358CDAED0D,2,29,-42,-43.2069,0.491304
6392B6C5FB53,1502472930,DAD655CD510A,2,25,-51,-51.88,0.6
6392B6C5FB53,1502472930,9A34ECDEA99E,2,28,-62,-63.7857,1.03126
6392B6C5FB53,1502472990,459F7A08D5D7,2,28,-68,-76.3214,5.06296
6392B6C5FB53,1502472990,F9632B2DFC58,2,7,-83,-84.8571,2.1157
6392B6C5FB53,1502472990,9A34ECDEA99E,2,30,-61,-62.4333,0.773854
6392B6C5FB53,1502472990,DAD655CD510A,2,29,-50,-51.5172,0.5745
6392B6C5FB53,1502472990,459F7A08D5D7,2,28,-68,-76.3214,5.06296
6392B6C5FB53,1502472990,F9632B2DFC58,2,7,-83,-84.8571,2.1157
6392B6C5FB53,1502472990,9A34ECDEA99E,2,30,-61,-62.4333,0.773854
6392B6C5FB53,1502472990,DAD655CD510A,2,29,-50,-51.5172,0.5745
6392B6C5FB53,1502472990,459F7A08D5D7,2,28,-68,-76.3214,5.06296
6392B6C5FB53,1502472990,F9632B2DFC58,2,7,-83,-84.8571,2.1157
6392B6C5FB53,1502472990,9A34ECDEA99E,2,30,-61,-62.4333,0.773854
6392B6C5FB53,1502472990,DAD655CD510A,2,29,-50,-51.5172,0.5745
6392B6C5FB53,1502472990,459F7A08D5D7,2,28,-68,-76.3214,5.06296
6392B6C5FB53,1502472990,F9632B2DFC58,2,7,-83,-84.8571,2.1157
6392B6C5FB53,1502472990,9A34ECDEA99E,2,30,-61,-62.4333,0.773854
6392B6C5FB53,1502472990,DAD655CD510A,2,29,-50,-51.5172,0.5745
6392B6C5FB53,1502473050,459F7A08D5D7,2,24,-74,-76.6667,2.61545
6392B6C5FB53,1502473050,5D358CDAED0D,2,30,-42,-42.9667,0.182574
6392B6C5FB53,1502473050,DAD655CD510A,2,27,-51,-51.5926,0.500711
6392B6C5FB53,1502473050,9A34ECDEA99E,2,28,-61,-62.9643,1.10494
6392B6C5FB53,1502473110,459F7A08D5D7,2,23,-73,-77.9565,3.11124
6392B6C5FB53,1502473110,DAD655CD510A,2,30,-50,-51.0667,0.583293
6392B6C5FB53,1502473110,F9632B2DFC58,2,9,-78,-84.0,2.59808
